image	haze	primary	agriculture	clear	water	habitation	road	cultivation	slash_burn	cloudy	partly_cloudy	conventional_mine	bare_ground	artisinal_mine	blooming	selective_logging	blow_down
train_4757	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4758	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4759	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_476	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4760	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4761	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4762	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4763	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4764	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4765	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4766	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4767	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4768	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4769	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_477	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
train_4770	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4771	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4772	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4773	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4774	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4775	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_4776	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4777	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4778	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
train_4779	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_478	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4780	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4781	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4782	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4783	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4784	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4785	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4786	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_4787	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4788	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4789	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_479	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4790	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_4791	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_4792	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4793	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_4794	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_4795	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_4796	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
train_4797	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4798	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4799	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_48	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_480	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4800	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
train_4801	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4802	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4803	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4804	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4805	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4806	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4807	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4808	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_4809	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_481	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4810	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_4811	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4812	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4813	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4814	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4815	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
train_4816	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
train_4817	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4818	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_4819	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_482	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4820	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4821	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_4822	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
train_4823	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4824	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4825	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0
train_4826	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4827	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4828	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
train_4829	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_483	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4830	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4831	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4832	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_4833	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4834	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4835	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4836	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4837	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_4838	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4839	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_484	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4840	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4841	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4842	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4843	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4844	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_4845	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0
train_4846	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4847	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4848	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4849	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
train_485	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4850	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
train_4851	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4852	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
train_4853	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_4854	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_4855	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
train_4856	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
train_4857	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0
train_4858	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4859	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_486	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
train_4860	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4861	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4862	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4863	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4864	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4865	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4866	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4867	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4868	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4869	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_487	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4870	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4871	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4872	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
train_4873	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4874	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4875	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4876	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4877	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_4878	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
train_4879	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_488	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4880	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4881	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4882	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4883	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4884	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_4885	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4886	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
train_4887	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4888	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4889	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_489	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4890	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4891	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0
train_4892	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_4893	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_4894	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
train_4895	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_4896	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4897	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_4898	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4899	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
train_49	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_490	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4900	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4901	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4902	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4903	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_4904	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0
train_4905	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
train_4906	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
train_4907	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4908	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4909	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_491	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
train_4910	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4911	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
train_4912	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4913	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0
train_4914	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_4915	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4916	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4917	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4918	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4919	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_492	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4920	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_4921	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
train_4922	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4923	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4924	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4925	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
train_4926	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
train_4927	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4928	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4929	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_493	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4930	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_4931	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4932	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4933	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4934	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
train_4935	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4936	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_4937	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4938	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4939	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_494	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4940	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4941	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4942	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_4943	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4944	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4945	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4946	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4947	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
train_4948	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4949	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_495	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4950	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4951	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4952	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4953	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4954	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_4955	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4956	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_4957	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_4958	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0
train_4959	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
train_496	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4960	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4961	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4962	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_4963	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
train_4964	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_4965	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4966	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4967	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4968	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_4969	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
train_497	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4970	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4971	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4972	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4973	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4974	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4975	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4976	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4977	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4978	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4979	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
train_498	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
train_4980	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4981	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
train_4982	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4983	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4984	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
train_4985	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
train_4986	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
train_4987	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4988	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4989	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_499	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
train_4990	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_4991	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4992	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_4993	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_4994	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0
train_4995	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_4996	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4997	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_4998	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_4999	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_5	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
train_50	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_500	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_5000	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5001	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_5002	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_5003	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5004	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5005	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5006	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5007	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5008	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_5009	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
train_501	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5010	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_5011	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_5012	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_5013	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_5014	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5015	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_5016	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5017	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_5018	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_5019	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_502	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5020	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_5021	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_5022	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
train_5023	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5024	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
train_5025	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_5026	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
train_5027	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5028	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
train_5029	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_503	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_5030	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_5031	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_5032	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_5033	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
train_5034	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_5035	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_5036	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
train_5037	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
train_5038	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_5039	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_504	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
train_5040	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
train_5041	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5042	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_5043	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5044	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5045	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_5046	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5047	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_5048	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_5049	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_505	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_5050	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
train_5051	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_5052	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_5053	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5054	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_5055	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5056	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_5057	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5058	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5059	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_506	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_5060	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_5061	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5062	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5063	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5064	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0
train_5065	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
train_5066	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_5067	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5068	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_5069	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_507	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_5070	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_5071	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5072	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_5073	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_5074	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_5075	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_5076	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_5077	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0
